title,authors,nom,prenom,rank_author,year,sex,first_author_sex
Un système d&apos;aide à la navigation dans des hypermédias.,"['Bertrand Petitjean', 'Julien Blanchard', 'Patrick Gallinari', 'Thierry Artières']","['Petitjean', 'Blanchard', 'Gallinari', 'Artières']","['Bertrand', 'Julien', 'Patrick', 'Thierry']","[2, 1, 4, 3]","['2005', '2005', '2005', '2005']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
Un système hybride de recherche d&apos;information intégrant le raisonnement à partir de cas et la composition d&apos;ontologies.,"['Ghada Besbes', 'Hajer Baazaoui Zghal', 'Henda Hajjami Ben Ghézela']","['Besbes', 'Baazaoui', 'Hajjami']","['Ghada', 'Hajer', 'Henda']","[1, 2, 3]","['2013', '2013', '2013']","['Male', 'Female', 'Female']","['Male', nan, nan]"
Un système pour l&apos;extraction de corrélations linéaires dans des données de génomique médicale.,"['Arriel Benis', 'Mélanie Courtine']","['Benis', 'Courtine']","['Arriel', 'Melanie']","[1, 2]","['2009', '2009']","['Female', 'Female']","['Female', nan]"
Un type d&apos;agent cognitif pour l&apos;intégration de plusieurs modèles de connaissances.,"['Christine Sybord', 'Joël Colloc']","['Sybord', 'Colloc']","['Christine', 'Joel']","[2, 1]","['2003', '2003']","['Female', 'Male']","[nan, 'Male']"
Une J-mesure orientée pour élaguer des modèles de chroniques.,"['Marc Le Goc', 'Nabil Benayadi']","['Le', 'Benayadi']","['Marc', 'Nabil']","[2, 1]","['2008', '2008']","['Male', 'Female']","[nan, 'Female']"
Une Plateforme ETL parallèle et distribuée pour l&apos;intégration de données massives.,"['Mahfoud Bala', 'Omar Boussaid', 'Oussama Mokeddem', 'Zaia Alimazighi']","['Bala', 'Boussaid', 'Mokeddem', 'Alimazighi']","['Mahfoud', 'Omar', 'Oussama', 'Zaia']","[1, 3, 2, 4]","['2015', '2015', '2015', '2015']","['Male', 'Male', 'Male', 'Female']","['Male', nan, nan, nan]"
Une application de la fouille de textes - l&apos;extraction des règles d&apos;association à partir d&apos;un corpus spécialisé.,"['Jérôme Azé', 'Mathieu Roche']","['Azé', 'Roche']","['Jerome', 'Mathieu']","[1, 2]","['2003', '2003']","['Male', 'Male']","['Male', nan]"
Une application industrielle d&apos;extraction de l&apos;information pour l&apos;intelligence économique.,"['Bianka Buschbeck', 'Christian Lautier', 'Luc Grivel', 'Sylvie Guillemin-Lanne']","['Buschbeck', 'Lautier', 'Grivel', 'Guillemin-Lanne']","['Bianka', 'Christian', 'Luc', 'Sylvie']","[1, 4, 2, 3]","['2002', '2002', '2002', '2002']","['Female', 'Male', 'Male', 'Female']","['Female', nan, nan, nan]"
Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes.,"['Issam Falih', 'Manel Hmimida', 'Rushed Kanawati']","['Falih', 'Hmimida', 'Kanawati']","['Issam', 'Manel', 'Rushed']","[1, 2, 3]","['2015', '2015', '2015']","['Male', 'Male', 'UKN']","['Male', nan, nan]"
Une approche en programmation par contraintes pour la classification non supervisée.,"['Christel Vrain', 'Khanh-Chuong Duong', 'Thi-Bich-Hanh Dao']","['Vrain', 'Duong', 'Dao']","['Christel', 'Khanh-Chuong', 'Thi-Bich-Hanh']","[3, 2, 1]","['2013', '2013', '2013']","['Female', 'UKN', 'UKN']","[nan, nan, 'UKN']"
Une approche ensembliste inspirée du boosting en classification non supervisée.,"['Henri-Maxime Suchier', 'Romain Billot', 'Stéphane Lallich']","['Suchier', 'Billot', 'Lallich']","['Henri-Maxime', 'Romain', 'Stephane']","[2, 1, 3]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques.,"['Allel HadjAli', 'Grégory Smits', 'Olivier Pivert', 'Patrick Bosc']","['HadjAli', 'Smits', 'Pivert', 'Bosc']","['Allel', 'Gregory', 'Olivier', 'Patrick']","[2, 4, 3, 1]","['2010', '2010', '2010', '2010']","['UKN', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Une approche logique pour la fouille de règles dassociation.,"['Abdelhamid Boudane', 'Lakhdar Sais', 'Saïd Jabbour', 'Yakoub Salhi']","['Boudane', 'Sais', 'Jabbour', 'Salhi']","['Abdelhamid', 'Lakhdar', 'Said', 'Yakoub']","[1, 3, 2, 4]","['2017', '2017', '2017', '2017']","['Male', 'Male', 'Male', 'UKN']","['Male', nan, nan, nan]"
Une approche simple inspirée des réseaux sociaux pour la hiérarchisation des systèmes autonomes de l&apos;Internet.,"['Fabrice Clérot', 'Quang Nguyen']","['Clérot', 'Nguyen']","['Fabrice', 'Quang']","[1, 2]","['2006', '2006']","['Male', 'Male']","['Male', nan]"
Une approche sociologique de la place des calculs dans les mondes numériques.,['Dominique Cardon'],['Cardon'],['Dominique'],[1],['2017'],['Male'],['Male']
Une approche sémantique hybride pour la recommandation des articles d&apos;actualité à large échelle.,"['Hajer Baazaoui Zghal', 'Hemza Ficel', 'Mohamed Ramzi Haddad']","['Baazaoui', 'Ficel', 'Ramzi']","['Hajer', 'Hemza', 'Mohamed']","[3, 1, 2]","['2018', '2018', '2018']","['Female', 'Male', 'Male']","[nan, 'Male', nan]"
Une heuristique pour le paramétrage automatique de l&apos;algorithme de clustering spectral.,"['Olivier Parisot', 'Philippe Pinheiro', 'Pierrick Bruneau']","['Parisot', 'Pinheiro', 'Bruneau']","['Olivier', 'Philippe', 'Pierrick']","[2, 3, 1]","['2014', '2014', '2014']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Une mesure de proximité et une méthode de regroupement pour l&apos;aide à l&apos;acquisition d&apos;ontologies spécialisées.,"['Christel Vrain', 'Guillaume Cleuziou', 'Lionel Martin', 'Stanislas Lew', 'Sylvie Billot']","['Vrain', 'Cleuziou', 'Martin', 'Lew', 'Billot']","['Christel', 'Guillaume', 'Lionel', 'Stanislas', 'Sylvie']","[5, 1, 4, 3, 2]","['2006', '2006', '2006', '2006', '2006']","['Female', 'Male', 'Male', 'Male', 'Female']","[nan, 'Male', nan, nan, nan]"
Une méthode de classification supervisée sans paramètre pour l&apos;apprentissage sur les grandes bases de données.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2009'],['Male'],['Male']
Une méthode de réconciliation sémantique pour l&apos;extraction de connaissances.,"['Fabrice Jouanot', 'Kokou Yétongnon', 'Nadine Cullot']","['Jouanot', 'Yétongnon', 'Cullot']","['Fabrice', 'Kokou', 'Nadine']","[2, 3, 1]","['2003', '2003', '2003']","['Male', 'Female', 'Female']","[nan, nan, 'Female']"
Une méthode optimale d&apos;évaluation bivariée pour la classification supervisée.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2007'],['Male'],['Male']
"Une méthode pour l&apos;appropriation de savoir-faire, capitalisé avec MASK.","['Jean-Louis Ermine', 'Nada Matta', 'Oswaldo Castillo']","['Ermine', 'Matta', 'Castillo']","['Jean-Louis', 'Nada', 'Oswaldo']","[3, 2, 1]","['2004', '2004', '2004']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Une métrique de sélection de variables appliquée à la centralité et à la détection des rôles communautaires.,"['Jean-Charles Lamirel', 'Nicolas Dugué']","['Lamirel', 'Dugué']","['Jean-Charles', 'Nicolas']","[2, 1]","['2017', '2017']","['Male', 'Male']","[nan, 'Male']"
Une nouvelle approche de la programmation DC et DCA pour la classification floue.,"['Le Hoai Minh', 'Le Thi Hoai An', 'Pham Dinh Tao']","['Hoai', 'Thi', 'Dinh']","['Le', 'Le', 'Pham']","[2, 1, 3]","['2007', '2007', '2007']","['Female', 'Female', 'Male']","[nan, 'Female', nan]"
Une nouvelle approche du Boosting face aux données réelles.,"['Emna Bahri', 'Mondher Maddouri']","['Bahri', 'Maddouri']","['Emna', 'Mondher']","[1, 2]","['2008', '2008']","['Female', 'Female']","['Female', nan]"
Une nouvelle approche visuelle pour la classification hiérarchique et topologique.,"['Hanane Azzag', 'Mustapha Lebbah']","['Azzag', 'Lebbah']","['Hanane', 'Mustapha']","[1, 2]","['2011', '2011']","['Female', 'Male']","['Female', nan]"
Une nouvelle mesure de qualité pour l&apos;extraction de pépites de connaissances.,['Jérôme Azé'],['Azé'],['Jerome'],[1],['2003'],['Male'],['Male']
Une nouvelle mesure pour l&apos;évaluation des méthodes d&apos;extraction de thématiques - la Vraisemblance Généralisée.,"['Julien Velcin', 'Leila Khouas', 'Mohamed Dermouche', 'Sabine Loudcher']","['Velcin', 'Khouas', 'Dermouche', 'Loudcher']","['Julien', 'Leila', 'Mohamed', 'Sabine']","[2, 4, 1, 3]","['2013', '2013', '2013', '2013']","['Male', 'Female', 'Male', 'Female']","[nan, nan, 'Male', nan]"
Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d&apos;une même ontologie.,"['Emmanuel Blanchard', 'Henri Briand', 'Mounira Harzallah', 'Pascale Kuntz']","['Blanchard', 'Briand', 'Harzallah', 'Kuntz']","['Emmanuel', 'Henri', 'Mounira', 'Pascale']","[1, 4, 2, 3]","['2006', '2006', '2006', '2006']","['Male', 'Male', 'Female', 'Female']","['Male', nan, nan, nan]"
Une nouvelle stratégie d&apos;apprentissage Bayésienne.,"['Alexis Bondu', 'Marc Boullé', 'Vincent Lemaire']","['Bondu', 'Boullé', 'Lemaire']","['Alexis', 'Marc', 'Vincent']","[1, 3, 2]","['2010', '2010', '2010']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Une plateforme danalyse dopinions en temps réel sur Twitter avec recommandation.,"['Amira Oussalah', 'Karima Akli-Astouati', 'Noureddine Azzouza', 'Samy Ait Bachir']","['Oussalah', 'Akli-Astouati', 'Azzouza', 'Ait']","['Amira', 'Karima', 'Noureddine', 'Samy']","[4, 2, 1, 3]","['2017', '2017', '2017', '2017']","['Female', 'Female', 'Male', 'Male']","[nan, nan, 'Male', nan]"
Une version entropique de l&apos;intensité d&apos;implication pour les corpus volumineux.,"['Fabrice Guillet', 'Pascale Kuntz', 'Raphaël Couturier', 'Régis Gras']","['Guillet', 'Kuntz', 'Couturier', 'Gras']","['Fabrice', 'Pascale', 'Raphael', 'Regis']","[4, 2, 3, 1]","['2001', '2001', '2001', '2001']","['Male', 'Female', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Using Social Conversational Context For Detecting Users Interactions on Microblogging Sites.,"['Aymen Elkhlifi', 'Rami Belkaroui', 'Rim Faiz']","['Elkhlifi', 'Belkaroui', 'Faiz']","['Aymen', 'Rami', 'Rim']","[3, 1, 2]","['2015', '2015', '2015']","['Male', 'Male', 'UKN']","[nan, 'Male', nan]"
Utilisation de WordNet dans la catégorisation de textes multilingues.,"['Mimoun Malki', 'Mohamed Amine Bentaallah']","['Malki', 'Amine']","['Mimoun', 'Mohamed']","[2, 1]","['2007', '2007']","['Female', 'Male']","[nan, 'Male']"
Utilisation de connaissances pour l&apos;aide à la recherche documentaire fondée sur le contenu.,"['Amedeo Napoli', 'Rim Al Hulou']","['Napoli', 'Al']","['Amedeo', 'Rim']","[2, 1]","['2004', '2004']","['Male', 'UKN']","[nan, 'UKN']"
Utilisation de la machine cellulaire pour la détection des courriels indésirables.,"['Baghdad Atmani', 'Bouziane Beldjilali', 'Fatiha Barigou']","['Atmani', 'Beldjilali', 'Barigou']","['Baghdad', 'Bouziane', 'Fatiha']","[2, 3, 1]","['2011', '2011', '2011']","['Male', 'Male', 'Female']","[nan, nan, 'Female']"
Utilisation de la théorie des dépendances fonctionnelles pour la conception logique d&apos;un entrepôt de données.,"['André Flory', 'Catherine Combes']","['Flory', 'Combes']","['Andre', 'Catherine']","[2, 1]","['2002', '2002']","['Male', 'Female']","[nan, 'Female']"
Utilisation de métadonnées pour l&apos;aide à l&apos;interprétation de classes et de partitions.,"['Abdourahamane Baldé', 'Brigitte Trousse', 'Marie-Aude Aufaure', 'Yves Lechevallier']","['Baldé', 'Trousse', 'Aufaure', 'Lechevallier']","['Abdourahamane', 'Brigitte', 'Marie-Aude', 'Yves']","[1, 3, 4, 2]","['2006', '2006', '2006', '2006']","['Male', 'Female', 'Female', 'Male']","['Male', nan, nan, nan]"
Utilisation de techniques de modélisation thématiques pour la détection de nouveauté dans des flux de données textuelles.,"['Clément Christophe', 'Julien Velcin', 'Manel Boumghar']","['Christophe', 'Velcin', 'Boumghar']","['Clement', 'Julien', 'Manel']","[1, 2, 3]","['2018', '2018', '2018']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Validation d&apos;une carte cognitive.,"['Aymeric Le Dorze', 'David Genest', 'Laurent Garcia', 'Stéphane Loiseau']","['Le', 'Genest', 'Garcia', 'Loiseau']","['Aymeric', 'David', 'Laurent', 'Stephane']","[1, 3, 2, 4]","['2013', '2013', '2013', '2013']","['Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan]"
Validation de graphes conceptuels.,"['Eric Salvat', 'Juliette Dibie-Barthélemy', 'Ollivier Haemmerlé']","['Salvat', 'Dibie-Barthélemy', 'Haemmerlé']","['Eric', 'Juliette', 'Ollivier']","[3, 1, 2]","['2004', '2004', '2004']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
Veille dInformation sur le Web avec Re-Watch.,"['Christian Pomot', 'Christophe Brouard']","['Pomot', 'Brouard']","['Christian', 'Christophe']","[2, 1]","['2017', '2017']","['Male', 'Male']","[nan, 'Male']"
Vers l&apos;intégration de la prédiction dans les cubes OLAP.,"['Anouck Bodin-Niemczuk', 'Omar Boussaid', 'Riadh Ben Messaoud', 'Sabine Loudcher Rabaséda']","['Bodin-Niemczuk', 'Boussaid', 'Ben', 'Loudcher']","['Anouck', 'Omar', 'Riadh', 'Sabine']","[1, 4, 2, 3]","['2008', '2008', '2008', '2008']","['Female', 'Male', 'Male', 'Female']","['Female', nan, nan, nan]"
Vers la découverte de modèles exceptionnels locaux - des règles descriptives liant les molécules à leurs odeurs.,"['Fabien De Marchi', 'Guillaume Bosc', 'Jean-François Boulicaut', 'Marc Plantevit', 'Mehdi Kaytoue', 'Moustafa Bensafi']","['De', 'Bosc', 'Boulicaut', 'Plantevit', 'Kaytoue', 'Bensafi']","['Fabien', 'Guillaume', 'Jean-Francois', 'Marc', 'Mehdi', 'Moustafa']","[4, 1, 6, 3, 2, 5]","['2015', '2015', '2015', '2015', '2015', '2015']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan, nan, nan]"
Vers un cadre évolutif de classification non supervisée.,"['Minyar Sassi Hidri', 'Mohamed Ali Zoghlami', 'Mohamed Charouel']","['Sassi', 'Ali', 'Charouel']","['Minyar', 'Mohamed', 'Mohamed']","[2, 3, 1]","['2013', '2013', '2013']","['UKN', 'Male', 'Male']","[nan, nan, 'Male']"
Vers un système d&apos;aide à la décision en géomatique.,"['Hicham Hajji', 'Jean-Pierre Asté', 'Nourdine Badji']","['Hajji', 'Asté', 'Badji']","['Hicham', 'Jean-Pierre', 'Nourdine']","[1, 3, 2]","['2003', '2003', '2003']","['Male', 'Male', 'Female']","['Male', nan, nan]"
Vers une Automatisation de la Construction de Variables pour la Classification Supervisée.,"['Dhafer Lahbib', 'Marc Boullé']","['Lahbib', 'Boullé']","['Dhafer', 'Marc']","[2, 1]","['2013', '2013']","['Male', 'Male']","[nan, 'Male']"
Vers une instance française de NELL - chaîne TLN multilingue et modélisation dontologie.,"['Maísa Cristina Duarte', 'Pierre Maret']","['Cristina', 'Maret']","['Maisa', 'Pierre']","[1, 2]","['2017', '2017']","['Female', 'Male']","['Female', nan]"
Vers une mesure de similarité pour les séquences complexes.,"['Amedeo Napoli', 'Chedy Raïssi', 'Elias Egho', 'Nicolas Jay', 'Thomas Bourquard', 'Toon Calders']","['Napoli', 'Raïssi', 'Egho', 'Jay', 'Bourquard', 'Calders']","['Amedeo', 'Chedy', 'Elias', 'Nicolas', 'Thomas', 'Toon']","[6, 2, 1, 5, 4, 3]","['2013', '2013', '2013', '2013', '2013', '2013']","['Male', 'Male', 'Male', 'Male', 'Male', 'Female']","[nan, nan, 'Male', nan, nan, nan]"
Vers une modularité pour données vectorielles.,"['Christine Largeron', 'David Combe', 'Elöd Egyed-Zsigmond', 'Mathias Géry']","['Largeron', 'Combe', 'Egyed-Zsigmond', 'Géry']","['Christine', 'David', 'Elod', 'Mathias']","[2, 1, 3, 4]","['2014', '2014', '2014', '2014']","['Female', 'Male', 'UKN', 'Male']","[nan, 'Male', nan, nan]"
Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d&apos;association.,"['Engelbert Mephu Nguifo', 'Olivier Couturier', 'Sadok Ben Yahia', 'Tarek Hamrouni']","['Mephu', 'Couturier', 'Ben', 'Hamrouni']","['Engelbert', 'Olivier', 'Sadok', 'Tarek']","[4, 1, 3, 2]","['2007', '2007', '2007', '2007']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
Vers une représentation graphique en réalité virtuelle pour la fouille interactive de règles d&apos;association.,"['Fabrice Guillet', 'Francis Rantière', 'Henri Briand', 'Julien Blanchard']","['Guillet', 'Rantière', 'Briand', 'Blanchard']","['Fabrice', 'Francis', 'Henri', 'Julien']","[2, 3, 4, 1]","['2003', '2003', '2003', '2003']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Vers une utilisation améliorée de relations spatiales pour l&apos;apprentissage de données dans les modèles graphiques.,"['Emanuel Aldea', 'Isabelle Bloch']","['Aldea', 'Bloch']","['Emanuel', 'Isabelle']","[1, 2]","['2009', '2009']","['Male', 'Female']","['Male', nan]"
Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,"['David Auber', 'Guy Melançon', 'Jean-Philippe Domenger', 'Maylis Delest', 'Patrick Mary', 'Yves Chiricota']","['Auber', 'Melançon', 'Domenger', 'Delest', 'Mary', 'Chiricota']","['David', 'Guy', 'Jean-Philippe', 'Maylis', 'Patrick', 'Yves']","[1, 6, 4, 3, 5, 2]","['2007', '2007', '2007', '2007', '2007', '2007']","['Male', 'Male', 'Male', 'Female', 'Male', 'Male']","['Male', nan, nan, nan, nan, nan]"
Visualisation de l&apos;intra et inter structure des groupes en classification non supervisée.,"['Guénaël Cabanes', 'Younès Bennani']","['Cabanes', 'Bennani']","['Guenael', 'Younes']","[1, 2]","['2011', '2011']","['Male', 'Male']","['Male', nan]"
Visualisation de séquences d&apos;événements.,"['Emmanuel Rousseaux', 'Gilbert Ritschard', 'Reto Bürgin']","['Rousseaux', 'Ritschard', 'Bürgin']","['Emmanuel', 'Gilbert', 'Reto']","[3, 2, 1]","['2012', '2012', '2012']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Visualisation dynamique de connaissances - application aux interactions entre facteurs de risque des maladies cardiovasculaires.,"['Jérôme Nobécourt', 'Rabia Azzi', 'Sylvie Desprès']","['Nobécourt', 'Azzi', 'Desprès']","['Jerome', 'Rabia', 'Sylvie']","[3, 1, 2]","['2018', '2018', '2018']","['Male', 'Female', 'Female']","[nan, 'Female', nan]"
Web Content Data Mining - la classification croisée pour l&apos;analyse textuelle d&apos;un site Web.,"['Gilbert Saporta', 'Malika Charrad', 'Mohamed Ben Ahmed', 'Yves Lechevallier']","['Saporta', 'Charrad', 'Ben', 'Lechevallier']","['Gilbert', 'Malika', 'Mohamed', 'Yves']","[3, 1, 4, 2]","['2008', '2008', '2008', '2008']","['Male', 'Female', 'Male', 'Male']","[nan, 'Female', nan, nan]"
WebLab - une plateforme collaborative dédiée à la capitalisation de connaissances.,"['Arnaud Saval', 'Clément Caron', 'Justine Guillaumont', 'Laurie Serrano']","['Saval', 'Caron', 'Guillaumont', 'Serrano']","['Arnaud', 'Clement', 'Justine', 'Laurie']","[3, 1, 2, 4]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Female', 'Female']","[nan, 'Male', nan, nan]"
XEWGraph - Outil de Visualisation et Analyse des Hypergraphes pour un Système d&apos;Intelligence Economique.,"['Abdelhadi Fennan', 'Amine El Haddadi', 'Anass El Haddadi', 'Lahcen Koutti', 'Zakaria Boulouard']","['Fennan', 'El', 'El', 'Koutti', 'Boulouard']","['Abdelhadi', 'Amine', 'Anass', 'Lahcen', 'Zakaria']","[5, 2, 3, 4, 1]","['2015', '2015', '2015', '2015', '2015']","['Male', 'Male', 'UKN', 'UKN', 'Male']","[nan, nan, nan, nan, 'Male']"
XML et les systèmes de représentation de connaissances par objets pour la gestion de données semi-structurées.,"['Amedeo Napoli', 'Emmanuel Nauer', 'Rim Al Hulou']","['Napoli', 'Nauer', 'Al']","['Amedeo', 'Emmanuel', 'Rim']","[3, 2, 1]","['2001', '2001', '2001']","['Male', 'Male', 'UKN']","[nan, nan, 'UKN']"
Échantillonnage de flux de données sémantiques - Une approche orientée graphe.,"['Amel Bouzeghoub', 'Fethi Belghaouti', 'Raja Chiky', 'Zakia Kazi-Aoul']","['Bouzeghoub', 'Belghaouti', 'Chiky', 'Kazi-Aoul']","['Amel', 'Fethi', 'Raja', 'Zakia']","[2, 1, 4, 3]","['2015', '2015', '2015', '2015']","['Male', 'Female', 'Female', 'Female']","[nan, 'Female', nan, nan]"
Échantillonnage spatio-temporel de flux de données distribués.,"['Alain Dessertaine', 'Georges Hébrail', 'Jérôme Cubillé', 'Marie-Luce Picard', 'Raja Chiky']","['Dessertaine', 'Hébrail', 'Cubillé', 'Picard', 'Chiky']","['Alain', 'Georges', 'Jerome', 'Marie-Luce', 'Raja']","[3, 4, 2, 5, 1]","['2008', '2008', '2008', '2008', '2008']","['Male', 'Male', 'Male', 'Female', 'Female']","[nan, nan, nan, nan, 'Female']"
Étude comparative de deux approches de classification recouvrante - Moc vs. Okm.,"['Guillaume Cleuziou', 'Jacques-Henri Sublemontier']","['Cleuziou', 'Sublemontier']","['Guillaume', 'Jacques-Henri']","[1, 2]","['2008', '2008']","['Male', 'Male']","['Male', nan]"
Étude de l&apos;interaction entre variables pour l&apos;extraction des règles d&apos;influence.,"['Leila Nemmiche Alachaher', 'Sylvie Guillaume']","['Nemmiche', 'Guillaume']","['Leila', 'Sylvie']","[1, 2]","['2008', '2008']","['Female', 'Female']","['Female', nan]"
Étude des techniques d&apos;oubli dans les moindres carrés récursifs pour l&apos;apprentissage incrémental de systèmes d&apos;inférence floue évolutifs - application à la reconnaissance de formes.,"['Abdullah Almaksour', 'Manuel Bouillon', 'Éric Anquetil']","['Almaksour', 'Bouillon', 'Anquetil']","['Abdullah', 'Manuel', 'Eric']","[3, 1, 2]","['2013', '2013', '2013']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Évaluation comparative d&apos;algorithmes de centralité pour la détection d&apos;influenceurs.,"['Damien Nouvel', 'Frédérique Segond', 'Kévin Deturck']","['Nouvel', 'Segond', 'Deturck']","['Damien', 'Frederique', 'Kevin']","[2, 3, 1]","['2018', '2018', '2018']","['Male', 'UKN', 'Male']","[nan, nan, 'Male']"
