,authors,nom,prenom,rank_author,title,year,sex
144,Hanane Azzag,Azzag,Hanane,2,Mean-shift - Clustering scalable et distribué.,2018,UKN
149,Hanane Azzag,Azzag,Hanane,3,Détection de groupes outliers en classification non supervisée.,2012,UKN
148,Hanane Azzag,Azzag,Hanane,2,Sélection de variables non supervisée sous contraintes hiérarchiques.,2013,UKN
147,Hanane Azzag,Azzag,Hanane,3,Nouvelle approche de bi-partitionnement topologique.,2013,UKN
150,Hanane Azzag,Azzag,Hanane,1,Une nouvelle approche visuelle pour la classification hiérarchique et topologique.,2011,UKN
146,Hanane Azzag,Azzag,Hanane,2,Pondération de blocs de variables en bi-partitionnement topologique.,2014,UKN
1259,Hanen Brahmi,Brahmi,Hanen,1,CND-Cube - Nouvelle représentation concise sans perte d&apos;information d&apos;un cube de données.,2010,Male
1322,Hanine Hamzioui,Hamzioui,Hanine,2,Regroupement des définitions de sigles biomédicaux.,2009,Male
1394,Hans-Hermann Bock,Bock,Hans-Hermann,1,Clustering - from model-based approaches to heuristic algorithms.,2007,Male
1572,Hanêne Ben-Abdallah,Ben-Abdallah,Hanene,2,Script alignment based video retrieval.,2001,Male
1098,Hassan Badir,Badir,Hassan,1,AID - Un framework intégré de conception d&apos;un schéma objet-relationnel.,2005,Male
1097,Hassan Chouaib,Chouaib,Hassan,1,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques.,2012,Male
917,Hatem Haddad,Haddad,Hatem,2,Extraction et filtrage de syntagmes nominaux pour la Recherche d&apos;Information.,2013,Male
459,Hemza Ficel,Ficel,Hemza,1,Une approche sémantique hybride pour la recommandation des articles d&apos;actualité à large échelle.,2018,UKN
939,Henda Hajjami Ben Ghézela,Hajjami,Henda,3,Un système hybride de recherche d&apos;information intégrant le raisonnement à partir de cas et la composition d&apos;ontologies.,2013,Female
1162,Henri Briand,Briand,Henri,4,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d&apos;une même ontologie.,2006,Male
1167,Henri Briand,Briand,Henri,3,Hiérarchie orientée de règles généralisées en analyse implicative.,2003,Male
1168,Henri Briand,Briand,Henri,3,L&apos;intensité d&apos;implication entropique pour la recherche de règles de prédiction intéressantes dans des séquences de pannes d&apos;ascenseurs.,2002,Male
1163,Henri Briand,Briand,Henri,3,Raisonnement en gestion des compétences.,2005,Male
1164,Henri Briand,Briand,Henri,4,Problématiques de gestion de connaissances dans le cadre de l&apos;enseignement à distance sur l&apos;Internet.,2005,Male
1165,Henri Briand,Briand,Henri,4,Mesurer la qualité des règles et de leurs contraposées avec le taux informationnel TIC.,2004,Male
1166,Henri Briand,Briand,Henri,4,Vers une représentation graphique en réalité virtuelle pour la fouille interactive de règles d&apos;association.,2003,Male
1161,Henri Luchian,Luchian,Henri,2,Entropic-Genetic Clustering.,2011,Male
1354,Henri-Maxime Suchier,Suchier,Henri-Maxime,2,Une approche ensembliste inspirée du boosting en classification non supervisée.,2008,Male
1280,Henry Valéry Téguiak,Valéry,Henry,9,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Male
503,Herman Akdag,Akdag,Herman,3,Prise en compte du réseau de sources pour la fusion d&apos;informations.,2011,Male
502,Herman Akdag,Akdag,Herman,4,Sélection ciblée des descripteurs visuels pour la recherche dimages - une approche basée sur les règles dassociation.,2017,Male
1538,Hermine Njike Fotzo,Njike,Hermine,1,Génération automatique d&apos;une structure hiérarchique de concepts et de documents à partir de corpus.,2003,Female
1463,Hicham Behja,Behja,Hicham,1,Prise en compte des &quot;points de vue&quot; pour l&apos;annotation d&apos;un processus d&apos;extraction de connaissances à partir de données.,2005,Male
1464,Hicham Hajji,Hajji,Hicham,1,Vers un système d&apos;aide à la décision en géomatique.,2003,Male
591,Hubert Naacke,Naacke,Hubert,3,Un Modèle de Factorisation de Poisson pour la Recommandation de Points dIntérêt.,2017,Male
592,Hubert Naacke,Naacke,Hubert,3,Technique de factorisation multi-biais pour des recommandations dynamiques.,2013,Male
590,Hubert Wassner,Wassner,Hubert,4,Conception dun modèle généraliste pour lévaluation dun test A/B.,2017,Male
1568,Hugues Delalin,Delalin,Hugues,1,Analyse de l&apos;expression de gènes à partir de puces à ADN.,2002,Male
1414,Hunor Albert-Lorincz,Albert-Lorincz,Hunor,1,Amélioration des indicateurs techniques pour l&apos;analyse du marché financier.,2006,Male
670,Hélène Jaudoin,Jaudoin,Helene,2,Prédiction de valeurs manquantes dans les bases de données - Une première approche fondée sur la notion de proportion analogique.,2014,Female
669,Hélène Jaudoin,Jaudoin,Helene,2,Découverte de proportions analogiques dans les bases de données - une première approche.,2015,Female
1053,Iana Atanassova,Atanassova,Iana,2,Outils de fouille textuelle à partir d&apos;annotations sémantiques.,2012,Female
1267,Ibrahim Chahid,Chahid,Ibrahim,1,Simplification de données de vol pour un stockage optimal et une visualisation accélérée.,2010,Male
1554,Ikram Amous,Amous,Ikram,1,Reconstruction dynamique de documents.,2002,Male
1519,Imed Boughzala,Boughzala,Imed,1,Gestion des connaissances dans une entreprise étendue - Mémoire d&apos;entreprise et systèmes d&apos;information coopératifs interentreprises.,2001,Male
1518,Imed Boughzala,Boughzala,Imed,2,Cartographie de connaissances critiques.,2003,Male
989,Imen Akermi,Akermi,Imen,1,Mesure de similarité sémantique entre les mots en utilisant le contenu du Web.,2012,UKN
1356,Imène Brigui,Brigui,Imene,1,Système multi-agent argumentatif pour la classification des connaissances cruciales.,2008,Female
275,Inès Saad,Saad,Ines,2,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales.,2014,Female
276,Inès Saad,Saad,Ines,2,Système multi-agent argumentatif pour la classification des connaissances cruciales.,2008,Female
274,Inès Saad,Saad,Ines,2,KTI-MOOC - un système de recommandation pour la personnalisation du processus d&apos;échange d&apos;informations dans les MOOCs.,2018,Female
273,Inès Saad,Saad,Ines,2,Méthode basée sur les ensembles approximatifs pour l&apos;apprentissage incrémental en présence des données déséquilibrées.,2018,Female
1107,Ioan Marius Bilasco,Marius,Ioan,3,Prédiction de séries temporelles et applications à l&apos;analyse de séquences vidéos.,2010,Male
1106,Ioan Marius Bilasco,Marius,Ioan,2,MuMIE - Une approche automatique pour l&apos;interopérabilité des métadonnées.,2011,Male
772,Ioanna Giannopoulou,Giannopoulou,Ioanna,1,Linked Data Annotation and Fusion driven by Data Quality Evaluation.,2015,Female
1452,Irina Diana Coman,Diana,Irina,1,Comparaison des mammographies par des méthodes d&apos;apprentissage.,2006,Female
1032,Isabelle Bloch,Bloch,Isabelle,2,Vers une utilisation améliorée de relations spatiales pour l&apos;apprentissage de données dans les modèles graphiques.,2009,Female
1035,Isabelle Bournaud,Bournaud,Isabelle,1,Un espace de généralisations pour l&apos;extraction de règles d&apos;association.,2001,Female
1031,Isabelle Mirbel,Mirbel,Isabelle,3,Représentation compacte du contenu de sources RDF.,2012,Female
1033,Isabelle Mougenot,Mougenot,Isabelle,4,Regroupement des définitions de sigles biomédicaux.,2009,Female
1034,Isabelle Tellier,Tellier,Isabelle,2,SSC - statistical subspace clustering.,2005,Female
766,Issam Falih,Falih,Issam,1,Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes.,2015,Male
450,Iwo Doboszewski,Doboszewski,Iwo,1,Extraction de connaissances sur les défaillances de compteurs d&apos;essieux.,2018,Male
1427,Iwona Dudek,Dudek,Iwona,2,Modélisation informationnelle - un cadre méthodologique pour visualiser des connaissances évolutives spatialisables.,2006,Female
1428,Iwona Dudek,Dudek,Iwona,4,Acquisition de données vs gestion de connaissances patrimoniales - le cas des vestiges du théâtre antique d&apos;Arles.,2004,Female
1148,Jacques Blanc-Talon,Blanc-Talon,Jacques,1,Complex Information Processing.,2011,Male
1149,Jacques Chauché,Chauché,Jacques,3,Comment valider automatiquement des relations syntaxiques induites.,2009,Male
1150,Jacques Chauché,Chauché,Jacques,3,ExpLSA - utilisation d&apos;informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle.,2008,Male
1151,Jacques Philippe,Philippe,Jacques,4,Structuration de comportements de réponse à un questionnaire par des méthodes multidimensionnelles.,2003,Male
1153,Jacques Philippe,Philippe,Jacques,3,ATHANOR - Un système pour la capitalisation et le déploiement de connaissances de diagnostic.,2001,Male
1152,Jacques Philippe,Philippe,Jacques,4,Réduction des colonnes d&apos;un tableau de données par quasi-équivalence entre variables.,2002,Male
1364,Jacques-Henri Sublemontier,Sublemontier,Jacques-Henri,2,Étude comparative de deux approches de classification recouvrante - Moc vs. Okm.,2008,Male
1526,Jaume Baixeries,Baixeries,Jaume,1,A Best-First Strategy for Finding Frequent Sets.,2002,Male
1525,Jaume Baixeries,Baixeries,Jaume,1,Sampling Strategies for Finding Frequent Sets.,2003,Male
1012,Jean Charlet,Charlet,Jean,1,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Male
1013,Jean Delahousse,Delahousse,Jean,8,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Male
1019,Jean Diatta,Diatta,Jean,1,Sous-bases k-faibles pour des règles d&apos;association valides au sens de la confiance.,2007,Male
1020,Jean Jacques Denimal,Jacques,Jean,2,Classifications hiérarchiques factorielles de variables.,2006,Male
1018,Jean Lieber,Lieber,Jean,2,Extraction de connaissances d&apos;adaptation par analyse de la base de cas.,2007,Male
1016,Jean Lieber,Lieber,Jean,2,"Taaable - système de recherche et de création, par adaptation, de recettes de cuisine.",2009,Male
1017,Jean Louis Vitti,Louis,Jean,4,Traitement de données de consommation électrique par un Système de Gestion de Flux de Données.,2007,Male
1021,Jean Léger,Léger,Jean,2,Analyse de l&apos;expression de gènes à partir de puces à ADN.,2002,Male
1011,Jean Martinet,Martinet,Jean,3,Ré-identification de personnes dans les journaux télévisés basée sur les Histogrammes spatio-temporels.,2012,Male
635,Jean-Benoît Griesner,Griesner,Jean-Benoit,1,Un Modèle de Factorisation de Poisson pour la Recommandation de Points dIntérêt.,2017,Male
625,Jean-Charles Lamirel,Lamirel,Jean-Charles,2,Une métrique de sélection de variables appliquée à la centralité et à la détection des rôles communautaires.,2017,Male
1371,Jean-Daniel Fekete,Fekete,Jean-Daniel,2,Algorithmes rapides de boosting de SVM.,2008,Male
936,Jean-Emile Symphor,Symphor,Jean-Emile,2,Détection précoce de tendances produits dans le cadre des activités commerciales de la grande distribution.,2013,Male
536,Jean-François Boulicaut,Boulicaut,Jean-Francois,2,Découverte de sous-groupes avec les arbres de recherche de Monte Carlo.,2017,Male
540,Jean-François Boulicaut,Boulicaut,Jean-Francois,3,Granularité des motifs de co-variations dans des graphes attribués dynamiques.,2014,Male
539,Jean-François Boulicaut,Boulicaut,Jean-Francois,4,Fouille de motifs séquentiels pour l&apos;élicitation de stratégies à partir de traces d&apos;interactions entre agents en compétition.,2014,Male
543,Jean-François Boulicaut,Boulicaut,Jean-Francois,2,Amélioration des indicateurs techniques pour l&apos;analyse du marché financier.,2006,Male
544,Jean-François Boulicaut,Boulicaut,Jean-Francois,2,Extraction de motifs séquentiels sous contraintes de similarité.,2002,Male
542,Jean-François Boulicaut,Boulicaut,Jean-Francois,3,Extraction de motifs fermés dans des relations n-aires bruitées.,2009,Male
537,Jean-François Boulicaut,Boulicaut,Jean-Francois,6,Vers la découverte de modèles exceptionnels locaux - des règles descriptives liant les molécules à leurs odeurs.,2015,Male
538,Jean-François Marcotorchino,Marcotorchino,Jean-Francois,2,"Comparison of linear modularization criteria using the relational formalism, an approach to easily identify resolution limit.",2015,Male
541,Jean-François Zagury,Zagury,Jean-Francois,3,Méthodes multiblocs pour l&apos;identification de gènes associés au vieillissement cutané chez 502 femmes caucasiennes adultes.,2012,Male
1563,Jean-Hugues Chauchat,Chauchat,Jean-Hugues,1,Estimation du taux d&apos;erreur sur données en grappes - Application à la reconnaissance de la parole.,2002,Male
1564,Jean-Hugues Chauchat,Chauchat,Jean-Hugues,1,"TQC - un indice d&apos;évaluation de la détection d&apos;événements rares, une application au ciblage en marketing.",2001,Male
1574,Jean-Jacques Hébrard,Hébrard,Jean-Jacques,3,Prédiction de la biodégradabilité des composés chimiques - un apport des méthodes d&apos;arbre de décision.,2001,Male
1507,Jean-Louis Ermine,Ermine,Jean-Louis,2,Evolution des connaissances et innovation - Application à une technologie laser à l&apos;Onera.,2001,Male
1505,Jean-Louis Ermine,Ermine,Jean-Louis,3,Cartographie de connaissances critiques.,2003,Male
1506,Jean-Louis Ermine,Ermine,Jean-Louis,4,Ingénierie des connaissances et innovation - Application dans le domaine automobile.,2002,Male
1504,Jean-Louis Ermine,Ermine,Jean-Louis,3,"Une méthode pour l&apos;appropriation de savoir-faire, capitalisé avec MASK.",2004,Male
1508,Jean-Louis Ermine,Ermine,Jean-Louis,1,Les processus de la gestion des connaissances.,2001,Male
1331,Jean-Marc Petit,Petit,Jean-Marc,3,DesEsper - un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques.,2009,Male
1333,Jean-Marc Petit,Petit,Jean-Marc,2,Notion de sémantiques bien-formées pour les règles.,2005,Male
1332,Jean-Marc Petit,Petit,Jean-Marc,2,Un outil pour la visualisation de relations entre gènes.,2007,Male
757,Jean-Marie Favreau,Favreau,Jean-Marie,4,A Framework for Mesh Segmentation and Annotation using Ontologies.,2015,Male
1462,Jean-Paul A. Barthès,A.,Jean-Paul,1,Les NTIC au service de la capitalisation des connaissances.,2005,Male
1385,Jean-Philippe Domenger,Domenger,Jean-Philippe,4,Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,2007,Male
1057,Jean-Pierre Asté,Asté,Jean-Pierre,3,Vers un système d&apos;aide à la décision en géomatique.,2003,Male
1058,Jean-Pierre Cahier,Cahier,Jean-Pierre,1,Approche cognitive de la co-construction d&apos;un catalogue multi-point de vue et multi-expert.,2002,Male
1055,Jean-Pierre Cotton,Cotton,Jean-Pierre,2,Accompagner au début du ème siècle les organisations dans la mise en place d&apos;une gestion des connaissances - retour d&apos;expérience.,2009,Male
1054,Jean-Pierre Desclés,Desclés,Jean-Pierre,3,Outils de fouille textuelle à partir d&apos;annotations sémantiques.,2012,Male
